lat_bin,lon_bin,safety_score,total_businesses,lat,lon,bank_atm,restaurant_takeout,coffee_shop,convenience_store,24_7_pharmacy,gas_station,grocery_store,gym_late
24,76,25,6,43.70250000000006,-79.25750000000035,1,1,0,1,0,2,1,0
35,85,28,7,43.757500000000086,-79.21250000000039,1,1,1,1,0,2,1,0
36,50,23,7,43.76250000000009,-79.38750000000023,1,4,1,1,0,0,0,0
28,46,11,4,43.72250000000007,-79.40750000000021,0,2,1,1,0,0,0,0
7,23,8,3,43.617500000000014,-79.52250000000011,0,2,0,1,0,0,0,0
6,27,6,2,43.61250000000001,-79.50250000000013,0,2,0,0,0,0,0,0
30,6,8,3,43.73250000000007,-79.60750000000003,0,1,1,1,0,0,0,0
28,82,24,6,43.72250000000007,-79.22750000000038,1,2,0,1,0,2,0,0
29,47,5,2,43.72750000000007,-79.40250000000022,0,0,1,1,0,0,0,0
21,43,6,2,43.68750000000005,-79.4225000000002,0,2,0,0,0,0,0,0
40,56,8,3,43.7825000000001,-79.35750000000026,0,1,1,1,0,0,0,0
33,17,3,1,43.74750000000008,-79.55250000000008,0,0,1,0,0,0,0,0
10,33,2,1,43.63250000000002,-79.47250000000015,0,0,0,1,0,0,0,0
42,102,3,1,43.7925000000001,-79.12750000000047,0,1,0,0,0,0,0,0
22,7,0,0,43.69250000000005,-79.60250000000003,0,0,0,0,0,0,0,0
34,18,11,4,43.75250000000008,-79.54750000000008,0,2,1,1,0,0,0,0
39,96,6,2,43.777500000000096,-79.15750000000044,0,1,1,0,0,0,0,0
37,23,3,1,43.76750000000009,-79.52250000000011,0,0,1,0,0,0,0,0
32,57,8,3,43.74250000000008,-79.35250000000026,0,1,1,1,0,0,0,0
24,53,11,4,43.70250000000006,-79.37250000000024,0,2,1,1,0,0,0,0
43,66,8,3,43.797500000000106,-79.3075000000003,0,2,0,1,0,0,0,0
35,62,0,0,43.757500000000086,-79.32750000000028,0,0,0,0,0,0,0,0
36,27,6,2,43.76250000000009,-79.50250000000013,0,2,0,0,0,0,0,0
18,9,14,4,43.67250000000004,-79.59250000000004,0,1,0,1,0,1,1,0
17,50,78,23,43.66750000000004,-79.38750000000023,3,8,6,3,0,0,1,2
36,63,3,1,43.76250000000009,-79.32250000000029,0,1,0,0,0,0,0,0
29,24,11,4,43.72750000000007,-79.51750000000011,0,2,1,1,0,0,0,0
47,72,6,2,43.817500000000116,-79.27750000000033,0,2,0,0,0,0,0,0
21,20,17,5,43.68750000000005,-79.5375000000001,0,2,0,1,0,1,1,0
40,33,3,1,43.7825000000001,-79.47250000000015,0,0,1,0,0,0,0,0
50,83,0,0,43.832500000000124,-79.22250000000038,0,0,0,0,0,0,0,0
42,79,6,2,43.7925000000001,-79.24250000000036,0,2,0,0,0,0,0,0
33,30,8,3,43.74750000000008,-79.48750000000014,0,1,1,1,0,0,0,0
25,26,6,2,43.70750000000006,-79.50750000000012,0,1,1,0,0,0,0,0
20,60,9,3,43.68250000000005,-79.33750000000028,0,2,1,0,0,0,0,0
39,73,19,5,43.777500000000096,-79.27250000000033,1,2,0,1,0,1,0,0
31,69,28,7,43.737500000000075,-79.29250000000032,1,1,1,1,0,2,1,0
23,65,8,3,43.697500000000055,-79.3125000000003,0,2,0,1,0,0,0,0
43,43,0,0,43.797500000000106,-79.4225000000002,0,0,0,0,0,0,0,0
22,20,19,5,43.69250000000005,-79.5375000000001,1,1,1,1,0,1,0,0
35,39,30,9,43.757500000000086,-79.44250000000018,1,4,2,1,0,0,0,1
13,57,11,4,43.64750000000003,-79.35250000000026,0,2,1,1,0,0,0,0
32,70,27,7,43.74250000000008,-79.28750000000032,1,2,1,1,0,2,0,0
24,66,11,4,43.70250000000006,-79.3075000000003,0,2,1,1,0,0,0,0
43,79,11,4,43.797500000000106,-79.24250000000036,0,2,1,1,0,0,0,0
16,62,5,2,43.66250000000004,-79.32750000000028,0,0,1,1,0,0,0,0
17,27,20,5,43.66750000000004,-79.50250000000013,1,1,0,1,0,1,1,0
35,75,34,9,43.757500000000086,-79.26250000000034,1,3,1,1,0,2,1,0
36,40,38,11,43.76250000000009,-79.43750000000018,2,5,1,2,0,0,1,0
9,23,23,6,43.62750000000002,-79.52250000000011,1,1,1,1,0,1,1,0
28,36,3,1,43.72250000000007,-79.45750000000017,0,0,1,0,0,0,0,0
6,17,5,2,43.61250000000001,-79.55250000000008,0,0,1,1,0,0,0,0
38,86,13,4,43.77250000000009,-79.2075000000004,0,2,0,1,0,1,0,0
21,33,3,1,43.68750000000005,-79.47250000000015,0,1,0,0,0,0,0,0
27,76,27,7,43.717500000000065,-79.25750000000035,1,2,1,1,0,2,0,0
33,7,0,0,43.74750000000008,-79.60250000000003,0,0,0,0,0,0,0,0
19,72,3,1,43.677500000000045,-79.27750000000033,0,1,0,0,0,0,0,0
39,50,29,8,43.777500000000096,-79.38750000000023,2,4,1,1,0,0,0,0
30,81,21,5,43.73250000000007,-79.23250000000037,1,1,0,1,0,2,0,0
31,46,8,3,43.737500000000075,-79.40750000000021,0,2,0,1,0,0,0,0
10,23,22,6,43.63250000000002,-79.52250000000011,0,2,0,1,0,2,1,0
42,92,9,3,43.7925000000001,-79.17750000000042,0,2,1,0,0,0,0,0
2,19,3,1,43.5925,-79.54250000000009,0,1,0,0,0,0,0,0
20,73,8,3,43.68250000000005,-79.27250000000033,0,2,0,1,0,0,0,0
39,86,24,7,43.777500000000096,-79.2075000000004,0,3,1,1,0,2,0,0
13,34,11,4,43.64750000000003,-79.46750000000016,0,2,1,1,0,0,0,0
31,82,10,3,43.737500000000075,-79.22750000000038,0,1,0,1,0,1,0,0
32,47,30,9,43.74250000000008,-79.40250000000022,1,3,2,2,0,1,0,0
24,43,8,3,43.70250000000006,-79.4225000000002,0,2,0,1,0,0,0,0
43,56,2,1,43.797500000000106,-79.35750000000026,0,0,0,1,0,0,0,0
16,39,8,3,43.66250000000004,-79.44250000000018,0,1,1,1,0,0,0,0
35,52,8,3,43.757500000000086,-79.37750000000024,0,2,0,1,0,0,0,0
36,17,0,0,43.76250000000009,-79.55250000000008,0,0,0,0,0,0,0,0
28,13,3,1,43.72250000000007,-79.57250000000006,0,0,1,0,0,0,0,0
5,29,8,3,43.60750000000001,-79.49250000000013,0,2,0,1,0,0,0,0
46,67,11,4,43.812500000000114,-79.30250000000031,0,2,1,1,0,0,0,0
17,40,3,1,43.66750000000004,-79.43750000000018,0,1,0,0,0,0,0,0
49,72,2,1,43.82750000000012,-79.27750000000033,0,0,0,1,0,0,0,0
28,49,9,3,43.72250000000007,-79.39250000000023,0,2,1,0,0,0,0,0
29,14,3,1,43.72750000000007,-79.56750000000007,0,1,0,0,0,0,0,0
21,10,27,7,43.68750000000005,-79.58750000000005,1,2,1,1,0,2,0,0
6,30,8,3,43.61250000000001,-79.48750000000014,0,1,1,1,0,0,0,0
42,69,8,3,43.7925000000001,-79.29250000000032,0,2,0,1,0,0,0,0
25,16,3,1,43.70750000000006,-79.55750000000008,0,0,1,0,0,0,0,0
20,50,40,12,43.68250000000005,-79.38750000000023,1,4,3,2,0,1,1,0
39,63,8,3,43.777500000000096,-79.32250000000029,0,1,1,1,0,0,0,0
12,46,0,0,43.64250000000003,-79.40750000000021,0,0,0,0,0,0,0,0
31,59,3,1,43.737500000000075,-79.34250000000027,0,1,0,0,0,0,0,0
32,24,0,0,43.74250000000008,-79.51750000000011,0,0,0,0,0,0,0,0
35,29,9,3,43.757500000000086,-79.49250000000013,0,2,1,0,0,0,0,0
13,47,6,2,43.64750000000003,-79.40250000000022,0,2,0,0,0,0,0,0
24,56,3,1,43.70250000000006,-79.35750000000026,0,1,0,0,0,0,0,0
16,52,69,18,43.66250000000004,-79.37750000000024,2,6,5,1,1,0,1,2
17,17,34,9,43.66750000000004,-79.55250000000008,1,3,1,1,0,2,1,0
36,30,5,2,43.76250000000009,-79.48750000000014,0,1,0,1,0,0,0,0
9,13,23,6,43.62750000000002,-79.57250000000006,1,1,1,1,0,1,1,0
28,26,8,3,43.72250000000007,-79.50750000000012,0,2,0,1,0,0,0,0
46,80,5,2,43.812500000000114,-79.23750000000037,0,1,0,1,0,0,0,0
38,76,10,3,43.77250000000009,-79.25750000000035,0,1,0,1,0,1,0,0
42,46,2,1,43.7925000000001,-79.40750000000021,0,0,0,1,0,0,0,0
21,23,16,5,43.68750000000005,-79.52250000000011,0,2,1,1,0,1,0,0
27,66,3,1,43.717500000000065,-79.3075000000003,0,0,1,0,0,0,0,0
19,62,5,2,43.677500000000045,-79.32750000000028,0,1,0,1,0,0,0,0
39,40,36,11,43.777500000000096,-79.43750000000018,1,4,3,2,0,1,0,0
11,58,8,3,43.637500000000024,-79.34750000000027,0,1,1,1,0,0,0,0
30,71,18,5,43.73250000000007,-79.28250000000033,0,2,0,1,0,2,0,0
10,13,31,8,43.63250000000002,-79.57250000000006,1,2,1,1,0,2,1,0
23,32,5,2,43.697500000000055,-79.47750000000015,0,0,1,1,0,0,0,0
41,86,9,3,43.7875000000001,-79.2075000000004,0,2,1,0,0,0,0,0
20,63,3,1,43.68250000000005,-79.32250000000029,0,0,1,0,0,0,0,0
12,59,3,1,43.64250000000003,-79.34250000000027,0,0,1,0,0,0,0,0
13,24,19,5,43.64750000000003,-79.51750000000011,1,2,0,1,0,1,0,0
32,37,5,2,43.74250000000008,-79.45250000000017,0,0,1,1,0,0,0,0
44,91,11,4,43.80250000000011,-79.18250000000042,0,2,1,1,0,0,0,0
23,68,6,2,43.697500000000055,-79.29750000000031,0,1,1,0,0,0,0,0
24,33,3,1,43.70250000000006,-79.47250000000015,0,0,1,0,0,0,0,0
43,46,2,1,43.797500000000106,-79.40750000000021,0,0,0,1,0,0,0,0
16,29,6,2,43.66250000000004,-79.49250000000013,0,1,1,0,0,0,0,0
35,42,39,11,43.757500000000086,-79.4275000000002,2,5,1,2,0,1,0,0
28,3,5,2,43.72250000000007,-79.62250000000002,0,0,1,1,0,0,0,0
34,83,31,8,43.75250000000008,-79.22250000000038,1,3,0,1,0,2,1,0
45,92,0,0,43.80750000000011,-79.17750000000042,0,0,0,0,0,0,0,0
5,19,9,3,43.60750000000001,-79.54250000000009,0,2,1,0,0,0,0,0
37,88,6,2,43.76750000000009,-79.1975000000004,0,1,1,0,0,0,0,0
38,53,0,0,43.77250000000009,-79.37250000000024,0,0,0,0,0,0,0,0
17,30,3,1,43.66750000000004,-79.48750000000014,0,1,0,0,0,0,0,0
9,26,28,7,43.62750000000002,-79.50750000000012,1,1,1,1,0,2,1,0
26,78,27,7,43.71250000000006,-79.24750000000036,1,2,1,1,0,2,0,0
27,43,0,0,43.717500000000065,-79.4225000000002,0,0,0,0,0,0,0,0
6,20,9,3,43.61250000000001,-79.5375000000001,0,2,1,0,0,0,0,0
19,39,2,1,43.677500000000045,-79.44250000000018,0,0,0,1,0,0,0,0
30,48,11,4,43.73250000000007,-79.39750000000022,0,2,1,1,0,0,0,0
42,59,0,0,43.7925000000001,-79.34250000000027,0,0,0,0,0,0,0,0
40,98,11,4,43.7825000000001,-79.14750000000045,0,2,1,1,0,0,0,0
20,40,8,3,43.68250000000005,-79.43750000000018,0,2,0,1,0,0,0,0
12,36,6,2,43.64250000000003,-79.45750000000017,0,1,1,0,0,0,0,0
32,14,5,2,43.74250000000008,-79.56750000000007,0,0,1,1,0,0,0,0
23,45,37,11,43.697500000000055,-79.41250000000021,1,5,3,1,0,1,0,0
24,10,3,1,43.70250000000006,-79.58750000000005,0,1,0,0,0,0,0,0
35,19,9,3,43.757500000000086,-79.54250000000009,0,2,1,0,0,0,0,0
41,99,6,2,43.7875000000001,-79.14250000000045,0,1,1,0,0,0,0,0
34,60,2,1,43.75250000000008,-79.33750000000028,0,0,0,1,0,0,0,0
13,37,0,0,43.64750000000003,-79.45250000000017,0,0,0,0,0,0,0,0
45,69,2,1,43.80750000000011,-79.29250000000032,0,0,0,1,0,0,0,0
37,65,3,1,43.76750000000009,-79.3125000000003,0,1,0,0,0,0,0,0
16,42,8,3,43.66250000000004,-79.4275000000002,0,2,0,1,0,0,0,0
28,16,5,2,43.72250000000007,-79.55750000000008,0,0,1,1,0,0,0,0
15,46,11,4,43.657500000000034,-79.40750000000021,0,2,1,1,0,0,0,0
26,55,6,2,43.71250000000006,-79.36250000000025,0,1,1,0,0,0,0,0
46,70,3,1,43.812500000000114,-79.28750000000032,0,0,1,0,0,0,0,0
18,51,22,6,43.67250000000004,-79.38250000000023,1,2,1,1,0,1,0,0
38,66,2,1,43.77250000000009,-79.3075000000003,0,0,0,1,0,0,0,0
49,75,8,3,43.82750000000012,-79.26250000000034,0,1,1,1,0,0,0,0
27,56,9,3,43.717500000000065,-79.35750000000026,0,2,1,0,0,0,0,0
19,52,0,0,43.677500000000045,-79.37750000000024,0,0,0,0,0,0,0,0
20,17,25,7,43.68250000000005,-79.55250000000008,0,2,1,1,0,2,1,0
11,48,54,16,43.637500000000024,-79.39750000000022,2,5,3,3,0,0,2,1
12,13,22,6,43.64250000000003,-79.57250000000006,0,2,0,1,0,2,1,0
30,61,6,2,43.73250000000007,-79.33250000000028,0,2,0,0,0,0,0,0
31,26,5,2,43.737500000000075,-79.50750000000012,0,1,0,1,0,0,0,0
39,30,5,2,43.777500000000096,-79.48750000000014,0,1,0,1,0,0,0,0
23,22,10,3,43.697500000000055,-79.5275000000001,0,1,0,1,0,1,0,0
41,76,3,1,43.7875000000001,-79.25750000000035,0,1,0,0,0,0,0,0
33,72,22,6,43.74750000000008,-79.27750000000033,0,2,0,1,0,2,1,0
12,49,78,20,43.64250000000003,-79.39250000000023,4,6,4,3,1,0,1,1
13,14,29,8,43.64750000000003,-79.56750000000007,1,3,1,1,0,1,1,0
25,68,19,5,43.70750000000006,-79.29750000000031,1,1,1,1,0,1,0,0
44,81,11,4,43.80250000000011,-79.23250000000037,0,2,1,1,0,0,0,0
32,27,8,3,43.74250000000008,-79.50250000000013,0,2,0,1,0,0,0,0
24,23,8,3,43.70250000000006,-79.52250000000011,0,2,0,1,0,0,0,0
16,19,13,4,43.66250000000004,-79.54250000000009,0,1,1,1,0,1,0,0
35,32,5,2,43.757500000000086,-79.47750000000015,0,1,0,1,0,0,0,0
22,62,5,2,43.69250000000005,-79.32750000000028,0,0,1,1,0,0,0,0
34,73,23,6,43.75250000000008,-79.27250000000033,1,2,0,1,0,1,1,0
45,82,6,2,43.80750000000011,-79.22750000000038,0,1,1,0,0,0,0,0
37,78,19,5,43.76750000000009,-79.24750000000036,0,1,0,1,0,2,1,0
38,43,44,12,43.77250000000009,-79.4225000000002,2,4,3,1,0,1,1,0
9,16,21,5,43.62750000000002,-79.55750000000008,1,1,0,1,0,2,0,0
15,59,5,2,43.657500000000034,-79.34250000000027,0,0,1,1,0,0,0,0
26,68,31,8,43.71250000000006,-79.29750000000031,1,3,0,1,0,2,1,0
18,64,0,0,43.67250000000004,-79.3175000000003,0,0,0,0,0,0,0,0
19,29,2,1,43.677500000000045,-79.49250000000013,0,0,0,1,0,0,0,0
11,25,25,7,43.637500000000024,-79.51250000000012,0,3,0,1,0,2,1,0
30,38,8,3,43.73250000000007,-79.44750000000018,0,1,1,1,0,0,0,0
42,49,6,2,43.7925000000001,-79.39250000000023,0,1,1,0,0,0,0,0
29,79,15,4,43.72750000000007,-79.24250000000036,0,1,0,1,0,2,0,0
48,92,0,0,43.82250000000012,-79.17750000000042,0,0,0,0,0,0,0,0
40,88,5,2,43.7825000000001,-79.1975000000004,0,0,1,1,0,0,0,0
41,53,9,3,43.7875000000001,-79.37250000000024,0,2,1,0,0,0,0,0
20,30,0,0,43.68250000000005,-79.48750000000014,0,0,0,0,0,0,0,0
12,26,24,6,43.64250000000003,-79.50750000000012,1,2,0,1,0,2,0,0
31,39,6,2,43.737500000000075,-79.44250000000018,0,1,1,0,0,0,0,0
44,58,5,2,43.80250000000011,-79.34750000000027,0,1,0,1,0,0,0,0
4,22,2,1,43.602500000000006,-79.5275000000001,0,0,0,1,0,0,0,0
23,35,11,4,43.697500000000055,-79.46250000000016,0,2,1,1,0,0,0,0
35,9,2,1,43.757500000000086,-79.59250000000004,0,0,0,1,0,0,0,0
41,89,0,0,43.7875000000001,-79.19250000000041,0,0,0,0,0,0,0,0
33,85,24,6,43.74750000000008,-79.21250000000039,1,2,0,1,0,2,0,0
34,50,33,9,43.75250000000008,-79.38750000000023,2,2,1,2,0,0,1,1
44,94,2,1,43.80250000000011,-79.16750000000043,0,0,0,1,0,0,0,0
37,55,6,2,43.76750000000009,-79.36250000000025,0,2,0,0,0,0,0,0
22,75,2,1,43.69250000000005,-79.26250000000034,0,0,0,1,0,0,0,0
15,36,3,1,43.657500000000034,-79.45750000000017,0,1,0,0,0,0,0,0
26,45,37,11,43.71250000000006,-79.41250000000021,1,3,3,2,0,1,1,0
27,10,9,3,43.717500000000065,-79.58750000000005,0,2,1,0,0,0,0,0
18,41,5,2,43.67250000000004,-79.43250000000019,0,1,0,1,0,0,0,0
38,56,0,0,43.77250000000009,-79.35750000000026,0,0,0,0,0,0,0,0
30,15,5,2,43.73250000000007,-79.56250000000007,0,0,1,1,0,0,0,0
48,69,3,1,43.82250000000012,-79.29250000000032,0,0,1,0,0,0,0,0
27,46,37,11,43.717500000000065,-79.40750000000021,1,5,3,1,0,1,0,0
40,65,8,3,43.7825000000001,-79.3125000000003,0,2,0,1,0,0,0,0
19,42,3,1,43.677500000000045,-79.4275000000002,0,1,0,0,0,0,0,0
11,38,0,0,43.637500000000024,-79.44750000000018,0,0,0,0,0,0,0,0
31,16,11,4,43.737500000000075,-79.55750000000008,0,2,1,1,0,0,0,0
23,12,30,8,43.697500000000055,-79.57750000000006,1,3,1,1,0,2,0,0
40,101,5,2,43.7825000000001,-79.13250000000046,0,0,1,1,0,0,0,0
41,66,6,2,43.7875000000001,-79.3075000000003,0,1,1,0,0,0,0,0
33,62,3,1,43.74750000000008,-79.32750000000028,0,0,1,0,0,0,0,0
34,27,2,1,43.75250000000008,-79.50250000000013,0,0,0,1,0,0,0,0
44,71,5,2,43.80250000000011,-79.28250000000033,0,0,1,1,0,0,0,0
37,32,2,1,43.76750000000009,-79.47750000000015,0,0,0,1,0,0,0,0
16,9,16,5,43.66250000000004,-79.59250000000004,0,2,1,1,0,1,0,0
22,52,2,1,43.69250000000005,-79.37750000000024,0,0,0,1,0,0,0,0
14,48,72,20,43.65250000000003,-79.39750000000022,4,7,3,3,0,0,2,1
34,63,0,0,43.75250000000008,-79.32250000000029,0,0,0,0,0,0,0,0
26,22,2,1,43.71250000000006,-79.5275000000001,0,0,0,1,0,0,0,0
38,33,8,3,43.77250000000009,-79.47250000000015,0,2,0,1,0,0,0,0
36,72,22,6,43.76250000000009,-79.27750000000033,1,3,0,1,0,1,0,0
15,49,67,19,43.657500000000034,-79.39250000000023,3,4,5,3,0,0,2,2
47,81,8,3,43.817500000000116,-79.23250000000037,0,2,0,1,0,0,0,0
27,23,8,3,43.717500000000065,-79.52250000000011,0,2,0,1,0,0,0,0
18,54,6,2,43.67250000000004,-79.36750000000025,0,1,1,0,0,0,0,0
19,19,24,7,43.677500000000045,-79.54250000000009,0,3,1,1,0,2,0,0
11,15,22,6,43.637500000000024,-79.56250000000007,1,3,0,1,0,1,0,0
30,28,11,4,43.73250000000007,-79.49750000000013,0,2,1,1,0,0,0,0
29,69,25,6,43.72750000000007,-79.29250000000032,1,1,0,1,0,2,1,0
48,82,9,3,43.82250000000012,-79.22750000000038,0,2,1,0,0,0,0,0
21,65,5,2,43.68750000000005,-79.3125000000003,0,1,0,1,0,0,0,0
40,78,5,2,43.7825000000001,-79.24750000000036,0,1,0,1,0,0,0,0
41,43,9,3,43.7875000000001,-79.4225000000002,0,2,1,0,0,0,0,0
33,39,29,9,43.74750000000008,-79.44250000000018,1,3,2,2,0,0,1,0
12,16,28,7,43.64250000000003,-79.55750000000008,1,2,0,1,0,2,1,0
44,48,5,2,43.80250000000011,-79.39750000000022,0,0,1,1,0,0,0,0
33,75,34,9,43.74750000000008,-79.26250000000034,1,3,1,1,0,2,1,0
34,40,36,10,43.75250000000008,-79.43750000000018,2,4,1,2,0,1,0,0
25,71,19,5,43.70750000000006,-79.28250000000033,1,1,1,1,0,1,0,0
37,45,24,7,43.76750000000009,-79.41250000000021,1,2,2,1,0,0,1,0
32,79,22,6,43.74250000000008,-79.24250000000036,0,2,0,1,0,2,1,0
43,88,6,2,43.797500000000106,-79.1975000000004,0,1,1,0,0,0,0,0
22,65,0,0,43.69250000000005,-79.3125000000003,0,0,0,0,0,0,0,0
35,84,16,5,43.757500000000086,-79.21750000000038,0,3,0,1,0,1,0,0
15,26,28,8,43.657500000000034,-79.50750000000012,0,3,1,1,0,2,1,0
7,22,11,4,43.617500000000014,-79.5275000000001,0,2,1,1,0,0,0,0
26,35,3,1,43.71250000000006,-79.46250000000016,0,1,0,0,0,0,0,0
18,31,8,3,43.67250000000004,-79.48250000000014,0,2,0,1,0,0,0,0
30,5,0,0,43.73250000000007,-79.61250000000003,0,0,0,0,0,0,0,0
36,85,25,6,43.76250000000009,-79.21250000000039,1,1,0,1,0,2,1,0
28,81,10,3,43.72250000000007,-79.23250000000037,0,1,0,1,0,1,0,0
29,46,5,2,43.72750000000007,-79.40750000000021,0,0,1,1,0,0,0,0
8,23,25,7,43.62250000000002,-79.52250000000011,1,3,1,1,0,1,0,0
40,55,2,1,43.7825000000001,-79.36250000000025,0,0,0,1,0,0,0,0
11,28,5,2,43.637500000000024,-79.49750000000013,0,1,0,1,0,0,0,0
31,6,11,4,43.737500000000075,-79.60750000000003,0,2,1,1,0,0,0,0
29,82,16,4,43.72750000000007,-79.22750000000038,1,1,0,1,0,1,0,0
41,56,8,3,43.7875000000001,-79.35750000000026,0,2,0,1,0,0,0,0
33,52,6,2,43.74750000000008,-79.37750000000024,0,1,1,0,0,0,0,0
34,17,8,3,43.75250000000008,-79.55250000000008,0,2,0,1,0,0,0,0
25,48,35,9,43.70750000000006,-79.39750000000022,2,2,2,1,0,1,1,0
44,61,5,2,43.80250000000011,-79.33250000000028,0,0,1,1,0,0,0,0
37,22,8,3,43.76750000000009,-79.5275000000001,0,2,0,1,0,0,0,0
22,42,5,2,43.69250000000005,-79.4275000000002,0,0,1,1,0,0,0,0
14,38,3,1,43.65250000000003,-79.44750000000018,0,0,1,0,0,0,0,0
38,23,6,2,43.77250000000009,-79.52250000000011,0,1,1,0,0,0,0,0
36,62,5,2,43.76250000000009,-79.32750000000028,0,0,1,1,0,0,0,0
15,39,9,3,43.657500000000034,-79.44250000000018,0,2,1,0,0,0,0,0
47,71,3,1,43.817500000000116,-79.28250000000033,0,0,1,0,0,0,0,0
27,13,8,3,43.717500000000065,-79.57250000000006,0,1,1,1,0,0,0,0
18,44,41,11,43.67250000000004,-79.4175000000002,2,3,3,1,0,1,1,0
19,9,19,5,43.677500000000045,-79.59250000000004,0,1,0,1,0,2,1,0
29,59,3,1,43.72750000000007,-79.34250000000027,0,0,1,0,0,0,0,0
48,72,5,2,43.82250000000012,-79.27750000000033,0,1,0,1,0,0,0,0
21,55,2,1,43.68750000000005,-79.36250000000025,0,0,0,1,0,0,0,0
40,68,5,2,43.7825000000001,-79.29750000000031,0,0,1,1,0,0,0,0
33,29,11,4,43.74750000000008,-79.49250000000013,0,2,1,1,0,0,0,0
25,25,8,3,43.70750000000006,-79.51250000000012,0,1,1,1,0,0,0,0
10,45,5,2,43.63250000000002,-79.41250000000021,0,0,1,1,0,0,0,0
22,19,26,7,43.69250000000005,-79.54250000000009,1,2,1,1,0,1,1,0
14,15,14,4,43.65250000000003,-79.56250000000007,0,1,0,1,0,1,1,0
34,30,2,1,43.75250000000008,-79.48750000000014,0,0,0,1,0,0,0,0
25,61,6,2,43.70750000000006,-79.33250000000028,0,1,1,0,0,0,0,0
32,69,28,7,43.74250000000008,-79.29250000000032,1,2,0,1,0,2,1,0
37,35,6,2,43.76750000000009,-79.46250000000016,0,1,1,0,0,0,0,0
24,65,6,2,43.70250000000006,-79.3125000000003,0,1,1,0,0,0,0,0
43,78,3,1,43.797500000000106,-79.24750000000036,0,0,1,0,0,0,0,0
35,74,21,6,43.757500000000086,-79.26750000000034,0,3,0,1,0,2,0,0
14,51,95,24,43.65250000000003,-79.38250000000023,5,6,5,3,1,0,2,2
15,16,27,7,43.657500000000034,-79.55750000000008,1,2,1,1,0,2,0,0
18,21,20,6,43.67250000000004,-79.5325000000001,0,3,0,1,0,1,1,0
17,62,8,3,43.66750000000004,-79.32750000000028,0,1,1,1,0,0,0,0
28,71,22,6,43.72250000000007,-79.28250000000033,1,3,0,1,0,1,0,0
29,36,6,2,43.72750000000007,-79.45750000000017,0,1,1,0,0,0,0,0
47,84,8,3,43.817500000000116,-79.21750000000038,0,1,1,1,0,0,0,0
21,32,9,3,43.68750000000005,-79.47750000000015,0,2,1,0,0,0,0,0
40,45,0,0,43.7825000000001,-79.41250000000021,0,0,0,0,0,0,0,0
33,6,3,1,43.74750000000008,-79.60750000000003,0,1,0,0,0,0,0,0
10,22,19,5,43.63250000000002,-79.5275000000001,1,1,1,1,0,1,0,0
42,91,2,1,43.7925000000001,-79.18250000000042,0,0,0,1,0,0,0,0
21,68,11,4,43.68750000000005,-79.29750000000031,0,2,1,1,0,0,0,0
33,42,42,12,43.74750000000008,-79.4275000000002,2,3,3,2,0,0,1,1
34,7,0,0,43.75250000000008,-79.60250000000003,0,0,0,0,0,0,0,0
20,72,3,1,43.68250000000005,-79.27750000000033,0,1,0,0,0,0,0,0
25,38,2,1,43.70750000000006,-79.44750000000018,0,0,0,1,0,0,0,0
39,85,20,6,43.777500000000096,-79.21250000000039,0,3,0,1,0,1,1,0
23,77,3,1,43.697500000000055,-79.25250000000035,0,0,1,0,0,0,0,0
3,19,9,3,43.597500000000004,-79.54250000000009,0,2,1,0,0,0,0,0
43,55,5,2,43.797500000000106,-79.36250000000025,0,0,1,1,0,0,0,0
22,32,8,3,43.69250000000005,-79.47750000000015,0,1,1,1,0,0,0,0
14,28,3,1,43.65250000000003,-79.49750000000013,0,1,0,0,0,0,0,0
32,82,24,6,43.74250000000008,-79.22750000000038,1,1,1,1,0,2,0,0
24,78,28,7,43.70250000000006,-79.24750000000036,1,2,0,1,0,2,1,0
43,91,5,2,43.797500000000106,-79.18250000000042,0,1,0,1,0,0,0,0
17,39,8,3,43.66750000000004,-79.44250000000018,0,2,0,1,0,0,0,0
35,87,19,5,43.757500000000086,-79.2025000000004,1,1,1,1,0,1,0,0
36,52,6,2,43.76250000000009,-79.37750000000024,0,1,1,0,0,0,0,0
28,48,6,2,43.72250000000007,-79.39750000000022,0,2,0,0,0,0,0,0
29,13,8,3,43.72750000000007,-79.57250000000006,0,1,1,1,0,0,0,0
6,29,5,2,43.61250000000001,-79.49250000000013,0,1,0,1,0,0,0,0
38,98,8,3,43.77250000000009,-79.14750000000045,0,1,1,1,0,0,0,0
29,49,6,2,43.72750000000007,-79.39250000000023,0,2,0,0,0,0,0,0
21,45,34,9,43.68750000000005,-79.41250000000021,2,2,1,2,0,1,1,0
40,58,11,4,43.7825000000001,-79.34750000000027,0,2,1,1,0,0,0,0
33,19,8,3,43.74750000000008,-79.54250000000009,0,2,0,1,0,0,0,0
25,15,5,2,43.70750000000006,-79.56250000000007,0,1,0,1,0,0,0,0
39,62,0,0,43.777500000000096,-79.32750000000028,0,0,0,0,0,0,0,0
39,98,5,2,43.777500000000096,-79.14750000000045,0,0,1,1,0,0,0,0
13,46,6,2,43.64750000000003,-79.40750000000021,0,2,0,0,0,0,0,0
32,59,8,3,43.74250000000008,-79.34250000000027,0,2,0,1,0,0,0,0
24,55,0,0,43.70250000000006,-79.36250000000025,0,0,0,0,0,0,0,0
43,68,8,3,43.797500000000106,-79.29750000000031,0,2,0,1,0,0,0,0
